institution;country;production;year
Suamandeep Vidyapeeth University;India;11;2018
Pathumthani University;Thailand;20;2018
University of Montemorelos;Mexico;25;2018
Intercollege;Cyprus;1;2018
​​Jubail University College;Saudi Arabia;53;2018
Autonomous Intercultural University of Sinaloa;Mexico;19;2018
Higher Institute for Qualitative Studies;Egypt;33;2018
Modèles et simulations pour l'Architecture et le Patrimoine;France;40;2018
Seijoh University;Japan;28;2018
Kyushu Women's University;Japan;7;2018
Vanier College;Canada;9;2018
Webster Vienna Private University;Austria;21;2018
Dar es Salaam Institute of Technology;Tanzania;21;2018
Aryabhatta Knowledge University;India;34;2018
Universitas Kejuangan 45 Jakarta;Indonesia;12;2018
Gnanamani College of Technology;India;45;2018
Uningá - Centro Universitário Ingá;Brazil;25;2018
National Institute of Technology, Yuge College;Japan;18;2018
Azerbaijan State Agricultural University;Azerbaijan;9;2018
Faculdade de Desenvolvimento do Rio Grande do Sul;Brazil;38;2018
University of Business in Wrocław;Poland;18;2018
Universidad de las Américas;Mexico;14;2018
AISSMS Institute of Information Technology;India;7;2018
Penitentiary Academy of Ukraine;Ukraine;23;2018
Khwaja Yunus Ali Medical College;Bangladesh;29;2018
University of the Philippines Cebu;Philippines;24;2018
Administrative Staff College of India;India;8;2018
Islamic Azad University, Sirjan Branch;Iran;50;2018
Academia Nacional de Ciencias de Bolivia;Bolivia;23;2018
Paññāsāstra University of Cambodia;Cambodia;17;2018
Zrínyi Miklós National Defence University;Hungary;41;2018
Akademickie Centrum Komputerowe Cyfronet AGH;Poland;7;2018
Fujian Chuanzheng Communications College;China;15;2018
South Texas College;United States;14;2018
Tsuru University;Japan;12;2018
Yamanashi Gakuin University;Japan;26;2018
John Abbott College;Canada;31;2018
City and Islington College;United Kingdom;20;2018
Godfrey Okoye University;Nigeria;35;2018
Almetyevsk State Oil Institute;Russia;30;2018
Multidisciplinary Association for Psychedelic Studies;United States;7;2018
Institute of Advanced Studies in Administration;Venezuela;22;2018
Voronezh Institute of Ministry of Internal Affairs;Russia;16;2018
Academy of Public Administration;Azerbaijan;14;2018
Art Institute of Portland;United States;7;2018
Laikipia University;Kenya;21;2018
Minnesota West Community & Technical College;United States;23;2018
Universidad Politécnica de Zacatecas;Mexico;14;2018
Caledonian College of Engineering;Oman;43;2018
Alcide De Gasperi University of Euroregional Economy in Józefów;Poland;39;2018
Spring Hill College;United States;14;2018
Delaware Valley College;United States;18;2018
International Balkan University;North Macedonia;15;2018
American International College;United States;6;2018
Keiai University;Japan;14;2018
Vanguard University;United States;14;2018
Palamuru University;India;28;2018
Australia and New Zealand School of Government;Australia;16;2018
Centre for Bhutan Studies and GNH Research;Bhutan;25;2018
Ivanovo State Agricultural Academy named after D.K. Belyaev;Russia;14;2018
Broward College;United States;13;2018
University of Development Alternative;Bangladesh;9;2018
Universitas Teknologi Nusantara;Indonesia;61;2018
Latin University of Costa Rica;Costa Rica;31;2018
Salesian University;Mexico;31;2018
Qingdao Party School of CPC;China;3;2018
ORSI Academy;Belgium;17;2018
University of West Alabama;United States;23;2018
Northern Alberta Institute of Technology;Canada;19;2018
Cabrini University;United States;22;2018
Dr. Shakuntala Misra National Rehabilitation University;India;23;2018
Rashtriya Raksha University;India;10;2018
Polytechnic Marko Marulic;Croatia;21;2018
Institut catholique d’études supérieures;France;12;2018
Universitas Halmahera;Indonesia;40;2018
State University of Economics and Technology;Ukraine;8;2018
Al-Qalam University Katsina;Nigeria;18;2018
National Aviation Academy;Azerbaijan;25;2018
Southwest Baptist University;United States;18;2018
Shimonoseki City University;Japan;14;2018
University College South Denmark;Denmark;24;2018
Universitas Darwan Ali;Indonesia;11;2018
Universidad de la Integración de las Américas;Paraguay;23;2018
Bakhtar University;Afghanistan;10;2018
Virginia Theological Seminary;United States;7;2018
Arizona Summit Law School;United States;12;2018
University for Foreigners of Siena;Italy;38;2018
Dolphin (PG) Institute of Bio Medical and Natural Science;India;25;2018
Universidad de Ciencias Pedagógicas Félix Varela Morales;Cuba;2;2018
Banking Academy of Vietnam;Vietnam;19;2018
Crown College;United States;12;2018
Morristown High School;United States;5;2018
Fahd bin Sultan University;Saudi Arabia;20;2018
Fukushima National College of Technology;Japan;2;2018
Varna University of Management;Bulgaria;25;2018
Pavlodar State Pedagogical University;Kazakhstan;11;2018
National Statistical Institute of Portugal;Portugal;17;2018
Centre d'Enseignement et de Recherches des Industries Alimentaires et Chimiques;Belgium;2;2018
Institute of Geosciences;Albania;11;2018
The Federal Polytechnic Offa;Nigeria;15;2018
Architectural Association School of Architecture;United Kingdom;27;2018
Eureka College;United States;15;2018
Universidad Modelo;Mexico;25;2018
University of Ragusa;Italy;23;2018
Prime University;Bangladesh;20;2018
Kazakh Academy of Transport and Communications named after M.Tynyshpaev;Kazakhstan;33;2018
Adler;Canada;13;2018
Instituto Tecnológico de Conkal;Mexico;35;2018
International Institute for Strategic Studies;United States;10;2018
Bard College at Simon's Rock;United States;20;2018
Warwickshire College;United Kingdom;2;2018
Bellingham Technical College;United States;30;2018
Christian Theological Academy in Warsaw;Poland;26;2018
Universitas Darussalam Ambon;Indonesia;30;2018
Rustaq College of Education;Oman;13;2018
Marine Technical College;Japan;8;2018
Baker University;United States;18;2018
Seigakuin University;Japan;11;2018
Catholic University College of Bruges–Ostend;Belgium;1;2018
Muni University;Uganda;16;2018
University of Western States;United States;19;2018
Tecnológico de Estudios Superiores de Ecatepec;Mexico;21;2018
Naval Research Academy;China;32;2018
Universidad Popular de la Chontalpa;Mexico;20;2018
Universidade para o Desenvolvimento do Alto Vale do Itajaí;Brazil;20;2018
Wyższa Szkoła Humanistyczno-Przyrodnicza w Sandomierzu;Poland;26;2018
Lviv University of Business and Law;Ukraine;36;2018
PAMO University of Medical Sciences;Nigeria;4;2018
Salem College;United States;18;2018
Brandman University;United States;13;2018
Universitas Sisingamangaraja XII Tapanuli;Indonesia;48;2018
Asahikawa University;Japan;10;2018
Pittsburgh Theological Seminary;United States;21;2018
Hólar University College;Iceland;17;2018
Sumgayit State University;Azerbaijan;15;2018
Witelon State University of Applied Sciences in Legnica;Poland;29;2018
Institut Paul Bocuse;France;25;2018
Ridley College;Australia;19;2018
Okayama Prefectural Kurashiki Chuo High School;Japan;2;2018
Auckland Institute of Studies;New Zealand;42;2018
Western New Mexico University;United States;15;2018
Pacifica Graduate Institute;United States;32;2018
Universidad Americana de Morelos;Mexico;28;2018
Universidad Nacional Abierta;Venezuela;27;2018
Alagappa Chettiar Government College of Engineering and Technology;India;23;2018
American University of Science and Technology;Lebanon;31;2018
Business School Lausanne;Switzerland;16;2018
Sirindhorn College of Public Health;Thailand;19;2018
Seattle Public Schools;United States;9;2018
École Nationale Supérieure d’Architecture Paris-Malaquais;France;34;2018
Sarov Institute of Physics and Technology;Russia;22;2018
Cairnmillar Institute;Australia;32;2018
Robert Morris University Illinois;United States;9;2018
Texas Lutheran University;United States;13;2018
Jayoti Vidyapeeth Women's University;India;37;2018
Yorkville University;Canada;10;2018
Northwestern College - Iowa;United States;8;2018
Pentecost University College;Ghana;16;2018
College of Islamic and Arabic Studies;United Arab Emirates;20;2018
President Ramon Magsaysay State University;Philippines;14;2018
University of Southern Philippines Foundation;Philippines;43;2018
Centro Universitário Ítalo Brasileiro;Brazil;9;2018
Ridgewood Public Schools;United States;39;2018
Corporación Universitaria del Meta;Colombia;29;2018
Université André Salifou;Niger;21;2018
King Danylo University;Ukraine;18;2018
National University of Educational Planning and Administration;India;18;2018
University of Puerto Rico at Ponce;Puerto Rico;35;2018
Swiss Federal University for Vocational Education and Training SFUVET;Switzerland;9;2018
Universitas Iba;Indonesia;31;2018
Academy of Music Theatre and Fine Arts;Moldova;36;2018
Interstate University of Applied Sciences of Technology Buchs;Switzerland;46;2018
Universitas Islam Ogan Komering Ilir;Indonesia;25;2018
Observatoire des Sciences de l'Univers de Grenoble;France;11;2018
City St George's, University of London;United Kingdom;0;2018
Royal Central School of Speech and Drama;United Kingdom;32;2018
Accademia di Belle Arti di Frosinone;Italy;11;2018
University Vascular Associates;United States;24;2018
Universidad Villanueva;Spain;11;2018
Ruskin College;United Kingdom;19;2018
Johnson County Community College;United States;14;2018
Oakwood University;United States;20;2018
Ripon College Cuddesdon;United Kingdom;12;2018
Massachusetts Maritime Academy;United States;27;2018
University of Massachusetts System;United States;19;2018
Centro Universitário Padre Anchieta;Brazil;23;2018
Radom Academy of Social and Technical Sciences;Poland;2;2018
Valencia College;United States;20;2018
Sage Colleges;United States;18;2018
Arab Open University;Saudi Arabia;9;2018
Adventist University of the Philippines;Philippines;105;2018
Diplomatic Academy of Vietnam;Vietnam;20;2018
Universidad Empresarial Siglo 21;Argentina;29;2018
Eastern International University;Vietnam;16;2018
Universidad Nacional De Caaguazú;Paraguay;39;2018
Institut Agama Kristen Negeri Manado;Indonesia;3;2018
Institute of Management Technology, Dubai;United Arab Emirates;54;2018
Mariano Marcos State University;Philippines;7;2018
Wesley Theological Seminary;United States;11;2018
Alasmarya Islamic University;Libya;34;2018
University College of Islam Melaka;Malaysia;28;2018
College of Applied Sciences- Ibri;Oman;20;2018
Kazan State Academy of Veterinary Medicine named after N.E. Bauman;Russia;15;2018
Flight Academy of the National Aviation University;Ukraine;26;2018
Henri Coanda Air Force Academy;Romania;38;2018
Amicable Knowledge Solution University;India;15;2018
Burnley College;United Kingdom;1;2018
Windsor University School of Medicine;St Kitts and Nevis;17;2018
Universidad Nacional José María Arguedas;Peru;14;2018
German Police University;Germany;26;2018
Khushal Khan Khattak University Karak;Pakistan;14;2018
Norwegian Academy of Science and Letters;Norway;35;2018
Edmonds Community College;United States;12;2018
Goddard College;United States;6;2018
Kyrgyz State National University;Kyrgyzstan;11;2018
Bombay Veterinary College;India;24;2018
East–West University;United States;24;2018
Florida Memorial University;United States;35;2018
Champlain Regional College;Canada;23;2018
SUNY Schenectady County Community College;United States;5;2018
Parker University;United States;8;2018
Cambridge College;United States;12;2018
China University of Mining and Technology - Beijing;China;4;2018
Mandalay Technological University;Myanmar;21;2018
Klamath Community College;United States;17;2018
Yunnan Arts University;China;14;2018
Gujarat Vidyapith;India;20;2018
Colegio de Estudios Superiores de Administración;Colombia;21;2018
Kansas City Public Schools;United States;19;2018
Super Stars Literacy;United States;17;2018
Polytecnic in Požega;Croatia;14;2018
Colorado Springs School District 11;United States;3;2018
Tokyo Women's College of Physical Education;Japan;4;2018
ICMR National Institute for Research in Environmental Health;India;27;2018
Ashiya University;Japan;17;2018
Mississippi University for Women;United States;13;2018
SRH Hochschule für Gesundheit Gera;Germany;20;2018
Samarkand State Architectural and Civil-Engineering Institute;Uzbekistan;1;2018
Universidad Cristóbal Colón;Mexico;23;2018
Hazrat-e Masoumeh University;Iran;40;2018
Chiba University of Commerce;Japan;21;2018
Ryutsu Keizai University;Japan;26;2018
University of Providence;United States;8;2018
American Sentinel University;United States;19;2018
Swindon College;United Kingdom;7;2018
Dr. Somervell Memorial CSI Medical College and Hospital;India;24;2018
Daejeon Institute of Science and Technology;South Korea;40;2018
Shonan University of Medical Sciences;Japan;14;2018
Escola Superior de Saúde do Alcoitão;Portugal;24;2018
Instituto Nacional de Capacitación Profesional;Chile;77;2018
Janaki Medical College;Nepal;49;2018
Bolgatanga Technical University;Ghana;20;2018
Moore College;Australia;17;2018
Alvernia University;United States;14;2018
Ipek University;Türkiye;23;2018
North Carolina School of Science and Mathematics;United States;20;2018
University of Human Environments;Japan;18;2018
William Penn University;United States;8;2018
Fundación de Estudios Superiores Comfanorte;Colombia;30;2018
Institute of Physiology National Academy of Sciences of Belarus;Belarus;33;2018
The Queen's Foundation;United Kingdom;15;2018
Fundación Universitaria de San Gil;Colombia;36;2018
Kenya Medical Training College;Kenya;20;2018
North Idaho College;United States;13;2018
Papieski Wydział Teologiczny w Warszawie;Poland;42;2018
Gediz University;Türkiye;7;2018
Dongnam Health University;South Korea;17;2018
Al-Buraimi University College;Oman;32;2018
Henderson Community College;United States;8;2018
Collège Montmorency;Canada;22;2018
Sultan Kudarat State University;Philippines;5;2018
Sekola Tinggi Agama Islam Islamic Centre Demak;Indonesia;20;2018
Universidad Nacional de Juliaca;Peru;10;2018
Yuzhang Normal University;China;4;2018
Amrutvahini College of Engineering;India;25;2018
Universitas Nahdlatul Ulama Purwokerto;Indonesia;6;2018
Universidad Latinoamericana;Mexico;34;2018
Madonna University;United States;11;2018
Nagano Prefectural College;Japan;11;2018
Leading University;Bangladesh;18;2018
University of Management and Technology;United States;9;2018
Dr Emilio B Espinosa Sr Memorial State College of Agriculture and Technology;Philippines;3;2018
National University of Engineering;Nicaragua;19;2018
Instituto Superior de Formación Docente Salomé Ureña;Dominican Republic;17;2018
Institute of Public Health Osijek-Baranja County;Croatia;15;2018
Tokyo Ariake University of Medical and Health Sciences;Japan;40;2018
Omsk Academy of the Russian Interior Ministry;Russia;17;2018
Mogilev State University of Food Technologies;Belarus;14;2018
Faculty of Humanities and Social Sciences in Zagreb;Croatia;32;2018
Westminster College - Missouri;United States;18;2018
Miyagi Gakuin Women's University;Japan;28;2018
Kyushu Institute of Information Sciences;Japan;7;2018
Malone University;United States;18;2018
Walsall College;United Kingdom;1;2018
Pangasinan State University;Philippines;37;2018
Cairo Higher Institute;Egypt;15;2018
Seton Hill University;United States;14;2018
University of Human Arts and Sciences;Japan;39;2018
Universitas Merdeka Surabaya;Indonesia;51;2018
Institución Universitaria Escuela Nacional del Deporte;Colombia;32;2018
Army Sustainment University;United States;17;2018
Salesian Polytechnic;Japan;19;2018
Suwon Science College;South Korea;23;2018
American University of Beirut New York Office;United States;7;2018
Moscow Institute of Psychoanalysis;Russia;22;2018
Université de Mayotte;Mayotte;19;2018
Collin College;United States;17;2018
Louisiana Christian University;United States;11;2018
Houston Community College System;United States;20;2018
University of Applied Management;Germany;18;2018
University of Cambodia;Cambodia;21;2018
Islamic Azad University Kashmar Branch;Iran;21;2018
East Delta University;Bangladesh;11;2018
Liwa College;United Arab Emirates;31;2018
Saba University School of Medicine;Bonaire, Sint Eustatius, and Saba;1;2018
Craig Newmark Graduate School of Journalism at the City University of New York;United States;16;2018
Military Academy of Strategic Missile Forces named after Peter the Great;Russia;16;2018
School District of Philadelphia;United States;4;2018
Network of the Universities from the Capitals of Europe;Belgium;29;2018
Maharaja Ganga Singh University;India;25;2018
Jose Matias Delgado University;El Salvador;20;2018
Samar State University;Philippines;26;2018
Khyber Girls Medical College;Pakistan;10;2018
Central Methodist University;United States;16;2018
Hong Kong Chu Hai College;Hong Kong;23;2018
Notre Dame College;United States;15;2018
Institute of Finance Management;Tanzania;30;2018
Tongji Zhejiang College;China;29;2018
Philippine Women's University;Philippines;6;2018
Institut Pertanian Malang;Indonesia;45;2018
Missoula County Public Schools;United States;10;2018
University of Gibraltar;Gibraltar;13;2018
Excelsior College;United States;23;2018
Asnuntuck Community College;United States;2;2018
Oakton Community College;United States;18;2018
Mahambet Otemiusly West Kazakhstan University;Kazakhstan;8;2018
Indus University;Pakistan;37;2018
Danish Meat Trade College;Denmark;2;2018
Fortune Institute of International Business;India;18;2018
Universitas Lakidende;Indonesia;28;2018
Hebei University of Environmental Engineering;China;20;2018
Gian Sagar Dental College and Hospital;India;8;2018
Armed Forces Academy;Slovakia;21;2018
Hanyang Cyber University;South Korea;19;2018
Concordia Seminary;United States;14;2018
University of Ecology and Management in Warsaw;Poland;25;2018
Lone Star College Kingwood;United States;3;2018
Universidad Nacional Experimental de los Llanos Centrales Rómulo Gallegos;Venezuela;14;2018
Federal College of Education, Zaria;Nigeria;38;2018
Southern States University;United States;13;2018
Holmes Community College;United States;11;2018
Korea Naval Academy;South Korea;17;2018
Kuban State University of Physical Education, Sport and Tourism;Russia;10;2018
Xinjiang Police College;China;12;2018
Corporación Universitaria Autónoma del Cauca;Colombia;22;2018
Federal Polytechnic, Idah;Nigeria;21;2018
IIE MSA;South Africa;17;2018
Phetchaburi Rajabhat University;Thailand;29;2018
Horace Mann School;United States;11;2018
Tamansiswa Palembang University;Indonesia;29;2018
İzmir Kavram Meslek Yüksek Okulu;Türkiye;10;2018
Cegep de Thetford;Canada;10;2018
Tyndale University;Canada;31;2018
INES-Ruhengeri;Rwanda;25;2018
Women University Swabi;Pakistan;20;2018
Montgomery County Public Schools;United States;16;2018
College of Central Florida;United States;14;2018
University College Odisee;Belgium;33;2018
Rēzeknes Augstskola;Latvia;6;2018
Universidad Técnica Nacional;Costa Rica;11;2018
Universitas Teknologi Digital;Indonesia;0;2018
Davao del Norte State College;Philippines;8;2018
Mount Vernon Nazarene University;United States;14;2018
ZhengZhou Shengda University Of Economics, Business & Management;China;6;2018
Colombia Adventist University;Colombia;30;2018
Shanghai American School;China;6;2018
Kasem Bundit University;Thailand;29;2018
Gorsky State Agrarian University;Russia;14;2018
SCMS Group of Educational Institutions;India;33;2018
STIKes Wira Medika Bali;Indonesia;6;2018
Rosemont College;United States;9;2018
Southern Adventist University;United States;13;2018
Paterson Public Schools;United States;0;2018
Bishop Stuart University;Uganda;11;2018
Renaissance University;Nigeria;8;2018
Holy Family University;United States;48;2018
Academic Degrees & Graduate Education;China;14;2018
Kyiv International University;Ukraine;17;2018
Escola Superior de Artes e Design;Portugal;29;2018
United Theological Seminary;United States;17;2018
Ventura College;United States;9;2018
Northland College;United States;28;2018
Yamagata Prefectural University of Health Sciences;Japan;21;2018
Volgograd State University of Architecture and Civil Engineering;Russia;4;2018
Southern California University of Health Sciences;United States;21;2018
Government Vellore Medical College;India;33;2018
Dar Al-Hekma University;Saudi Arabia;13;2018
Tilak Maharashtra Vidyapeeth;India;27;2018
Kirkelig Pedagogisk Senter;Norway;25;2018
Oslo Nye Høyskole;Norway;38;2018
Indian Institute for Human Settlements;India;17;2018
Université Montesquieu Bordeaux IV;France;0;2018
Toyohashi Sozo College;Japan;13;2018
Beppu University;Japan;38;2018
Colgate Rochester Crozer Divinity School;United States;6;2018
American University of Central Asia;Kyrgyzstan;33;2018
Peterborough Regional College;United Kingdom;3;2018
Leeds Arts University;United Kingdom;27;2018
Institute of Public Enterprise;India;21;2018
Moshi Co-operative University;Tanzania;25;2018
Jharkhand Rai University;India;31;2018
Lafayette School Corporation;United States;6;2018
Campion College;Canada;7;2018
Russian State Agrarian Correspondence University;Russia;20;2018
International European University;Ukraine;0;2018
Universidad Nacional de Frontera;Peru;2;2018
Indian Institute of Public Administration;India;40;2018
National Institute of Technology, Hiroshima College;Japan;8;2018
Maryland Institute College of Art;United States;68;2018
Momoyama Gakuin University;Japan;15;2018
Shawnee State University;United States;22;2018
Wawasan Open University;Malaysia;13;2018
Chungbuk Provincial College;South Korea;20;2018
Gumi University;South Korea;18;2018
Seversk Technological Institute;Russia;31;2018
Universidad Bíblica Latinoamericana;Costa Rica;16;2018
Rafael Urdaneta University;Venezuela;30;2018
Osaka University of Commerce;Japan;9;2018
Cégep Marie-Victorin;Canada;12;2018
Tabor College;Australia;4;2018
Universidad Intercultural del Estado de México;Mexico;29;2018
Catholic University of Trujillo;Peru;12;2018
University Centre of Maghnia;Algeria;24;2018
Zaporizhzhya State Engineering Academy;Ukraine;57;2018
Universidad Gabriela Mistral;Chile;29;2018
De La Salle Catholic University;Indonesia;38;2018
Dominican College of Blauvelt;United States;16;2018
Monroe College;United States;12;2018
Napa Valley College;United States;3;2018
Baghdad College of Economic Sciences University;Iraq;8;2018
National University of the Chaco Austral;Argentina;22;2018
Perspectives Charter School;United States;2;2018
Hong Bang International University;Vietnam;2;2018
Universidad Veritas;Costa Rica;9;2018
University of Information Science and Technology St. Paul The Apostle;North Macedonia;32;2018
Spring Arbor University;United States;15;2018
Davao Oriental State University;Philippines;10;2018
Engineering School of Information and Digital Technologies;France;22;2018
St Johns River State College;United States;9;2018
Mozarteum University of Salzburg;Austria;12;2018
Universidad de las Artes;Ecuador;22;2018
Rock Valley College;United States;3;2018
Saint Meinrad Seminary and School of Theology;United States;11;2018
Universidad Del Este;Puerto Rico;51;2018
Petre Andrei University of Iași;Romania;23;2018
Chisholm Institute;Australia;0;2018
Jagran Lakecity University;India;13;2018
Klaipėdos valstybinė kolegija / Higher Education Institution;Lithuania;34;2018
Universidad Enrique Díaz de León;Mexico;27;2018
Saga Prefectural Education Center;Japan;7;2018
Kantonsschule Enge;Switzerland;8;2018
Institute of Practical Psychology and Psychoanalysis;Russia;13;2018
Quantum University;India;9;2018
Lagos State University of Education;Nigeria;8;2018
Gujarat National Law University;India;17;2018
City University Ajman;United Arab Emirates;7;2018
Somali National University;Somalia;1;2018
Centre Universitaire de Tamanrasset;Algeria;22;2018
Universidad Católica de Cuyo;Argentina;14;2018
Vinzenz Pallotti University;Germany;26;2018
Universidad Fraternidad de Agrupaciones Santo Tomás de Aquino;Argentina;33;2018
Hochschule für Telekommunikation Leipzig;Germany;30;2018
Universidad Nacional Autónoma de Chota;Peru;5;2018
University of Jamestown;United States;10;2018
Earth University;Costa Rica;21;2018
Wesleyan College;United States;5;2018
Portland Community College;United States;14;2018
Red Deer College;Canada;20;2018
Foothill College;United States;19;2018
Malayan Colleges Laguna;Philippines;14;2018
Arab Open University;Kuwait;37;2018
Sakhnin College;Israel;18;2018
École Inter-États des Sciences et Médecine Vétérinaires de Dakar;Senegal;16;2018
International Market Institute;Russia;22;2018
EPF - École d'ingénieurs;France;26;2018
David Tvildiani Medical University;Georgia;20;2018
Ursuline College;United States;10;2018
Mandalay University;Myanmar;19;2018
Cegep de Trois-Rivieres;Canada;10;2018
Ibaraki Christian University;Japan;15;2018
Buriram Rajabhat University;Thailand;15;2018
St.Gallen University of Teacher Education;Switzerland;21;2018
Instituto Pedro Nunes;Portugal;20;2018
Doaba College;India;13;2018
Hull College;United Kingdom;5;2018
KES College;Cyprus;31;2018
University of the City of Manila;Philippines;10;2018
Caro and Cuervo Institute;Colombia;27;2018
Adani Institute of Infrastructure Engineering;India;25;2018
University of Telecommunications and Post;Bulgaria;20;2018
Panevėžys College;Lithuania;40;2018
Salman Farsi University of Kazerun;Iran;25;2018
Universidad Cuauhtémoc San Luis Potosí;Mexico;22;2018
Graceland University;United States;8;2018
Castleton University;United States;10;2018
Al Rasheed University College;Iraq;11;2018
Lapland University of Applied Sciences;Finland;15;2018
Evangelische Hochschule Berlin;Germany;34;2018
Centre Universitaire Nour Bachir El Bayadh;Algeria;16;2018
Fundación Universitaria María Cano;Colombia;16;2018
Saint Petersburg Stieglitz State Academy of Art and Design;Russia;19;2018
Bansal Institute Of Research Technology & Science;India;23;2018
Kanazawa Technical College;Japan;10;2018
University of Puerto Rico at Bayamón;Puerto Rico;22;2018
Nallamuthu Gounder Mahalingam College;India;17;2018
Zhijiang College of Zhejiang University of Technology;China;15;2018
Chadron State College;United States;13;2018
University of South Carolina Lancaster;United States;11;2018
Simpson University;United States;9;2018
El Camino College;United States;4;2018
National University of Chilecito;Argentina;19;2018
The Performance Institute;United States;2;2018
Fachhochschule der Wirtschaft;Germany;10;2018
Brunei Polytechnic;Brunei;14;2018
Heartspring;United States;5;2018
BGMEA University of Fashion & Technology;Bangladesh;23;2018
University of Applied Sciences Europe;Germany;12;2018
Okayama Shoka University;Japan;15;2018
Sheikh Bahaei University;Iran;19;2018
Kardan University;Afghanistan;26;2018
International Islamic College;Malaysia;23;2018
International University of Logistics and Transport in Wrocław;Poland;26;2018
Quảng Bình University;Vietnam;24;2018
Manhattan High School;United States;4;2018
Nakhon Sawan Rajabhat University;Thailand;18;2018
Consorzio Interuniversitario Fisica Spaziale;Italy;5;2018
Centre for Omic Sciences;Spain;10;2018
Saba University;Yemen;7;2018
University of Oran 2 Mohamed Ben Ahmed;Algeria;38;2018
Bangladesh Army University of Science and Technology;Bangladesh;15;2018
Principia College;United States;10;2018
University of the Holy Quran and Islamic Sciences;Sudan;14;2018
Interuniversity Center for Social Science Theory and Methodology;The Netherlands;19;2018
Kyrgyz State University of Construction, Transport and Architecture named after N. Isanov;Kyrgyzstan;5;2018
Escola Superior de Hotelaria e Turismo do Estoril;Portugal;27;2018
Higher Institute for Tourism, Hotels and Computer;Egypt;24;2018
Belgorod University of Cooperation, Economics and Law;Russia;25;2018
Middlesex University;Mauritius;14;2018
Andijan Machine-building Institute;Uzbekistan;3;2018
Selkirk College;Canada;3;2018
Indian Institute of Social Welfare and Business Management;India;24;2018
Berklee College of Music;United States;25;2018
Palawan State University;Philippines;15;2018
Seeburg Castle University;Austria;31;2018
Booth University College;Canada;21;2018
EBC Hochschule;Germany;14;2018
Mountains of the Moon University;Uganda;20;2018
National-Louis University;Poland;4;2018
Arden University;United Kingdom;11;2018
Universidad de Zamora;Mexico;16;2018
University of World Economy and Diplomacy;Uzbekistan;6;2018
Kyoto Koka Women's University;Japan;8;2018
Technological Educational Institute of the Ionian Islands;Greece;36;2018
Oklahoma Baptist University;United States;13;2018
Islamic Azad University Dehaghan;Iran;19;2018
Chinese National Academy of Arts;China;4;2018
Shingu College;South Korea;12;2018
Technische Hochschule Georg Agricola;Germany;34;2018
Universitas Gunung Kidul;Indonesia;21;2018
Universitas Teknologi Sulawesi;Indonesia;14;2018
Pandit Sundarlal Sharma Open University;India;31;2018
Moshood Abiola Polytechnic;Nigeria;21;2018
Rabindra Bharati University;India;12;2018
Faulkner University;United States;17;2018
University of Guelph-Humber;Canada;17;2018
University of Negros Occidental – Recoletos;Philippines;11;2018
Institute of Human Sciences;Austria;5;2018
Caucasus International University;Georgia;13;2018
Yeoju University;South Korea;10;2018
École Supérieure des Industries du Textile et de l'Habillement;Morocco;14;2018
Al Mamon University College;Iraq;39;2018
European University of Bangladesh;Bangladesh;14;2018
Kazan Law Institute;Russia;7;2018
Elms College;United States;9;2018
Antioch University Seattle;United States;12;2018
Nevada State University;United States;21;2018
Jobu University;Japan;21;2018
Niigata University of Management;Japan;5;2018
Williamson College;United States;10;2018
LUM Jean Monnet University;Italy;28;2018
Primorskaya State Academy of Agriculture;Russia;6;2018
Balochistan University of Engineering and Technology;Pakistan;14;2018
Shinsung University;South Korea;29;2018
Institute of Social and Political Psychology;Ukraine;13;2018
Lviv Medical University;Ukraine;19;2018
MILA University;Malaysia;13;2018
Cardinal Stritch University;United States;23;2018
Portuguese Air Force Academy;Portugal;9;2018
Centro Escolar University;Philippines;24;2018
Kalaidos University of Applied Sciences;Switzerland;38;2018
Veer Chandra Singh Garhwali Uttarakhand University of Horticulture & Forestry;India;23;2018
Eötvös József Főiskola;Hungary;6;2018
Institución Universitaria Colegios de Colombia;Colombia;32;2018
Cleveland University;United States;7;2018
Jandarma ve Sahil Güvenlik Akademisi;Türkiye;10;2018
Indian Law Institute;India;11;2018
Cégep de l'Outaouais;Canada;15;2018
Islamic Azad University, Ashtian Branch;Iran;27;2018
Theological University Utrecht;The Netherlands;18;2018
Charisma University;Turks and Caicos Islands;16;2018
Kyung-in Women's University;South Korea;20;2018
Kyushu Art Institute of Technology;Japan;5;2018
Volga Region State Academy of Physical Culture, Sports and Tourism;Russia;11;2018
Albaydha University;Yemen;2;2018
Franklin University Switzerland;Switzerland;4;2018
University of Arusha;Tanzania;11;2018
McPherson University;Nigeria;20;2018
Universitas Nahdlatul Ulama Surakarta;Indonesia;20;2018
Universidad Del Valle De Cuernavaca;Mexico;13;2018
State University of Applied Sciences in Elbląg;Poland;19;2018
Vologda Institute of Law and Economics;Russia;9;2018
Dagestan State Institute of National Economy;Russia;17;2018
Kostroma State Agricultural Academy;Russia;13;2018
Hallym University of Graduate Studies;South Korea;12;2018
Obninsk Institute for Nuclear Power Engineering;Russia;14;2018
Wilmington College;United States;9;2018
Paul University Awka;Nigeria;8;2018
Dev Sanskriti Vishwavidyalaya;India;29;2018
Kansas City Kansas Community College;United States;12;2018
Daytona State College;United States;15;2018
Consorzio Interuniversitario Nazionale La Chimica Per L'Ambiente;Italy;7;2018
KLE Ayur World;India;24;2018
Evangel University;United States;13;2018
